ProductKey;ProductAlternateKey;ProductSubcategoryKey;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;SpanishProductName;FrenchProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;_Class;Style;ModelName;LargePhoto;EnglishDescription;FrenchDescription;ChineseDescription;ArabicDescription;HebrewDescription;ThaiDescription;GermanDescription;JapaneseDescription;TurkishDescription;StartDate;EndDate;Status
"472";"VE-C304-M";"25";"";"";"Classic Vest, M";"Camiseta clásica, M";"Veste classique, taille M";"23.7490";"true";"Blue";"4";"3";"63.5000";"M";"M";"";"0";"S ";"38.1000";"";"U ";"Classic Vest";"net.sourceforge.jtds.jdbc.BlobImpl@a74868d";"Light-weight, wind-resistant, packs to fit into a pocket.";"Sacs légers et résistants au vent ; tiennent dans la poche.";"?????????????";"??? ????? ?????? ??????? ?????? ????? ??? ?????.";"??-????, ??? ????, ????? ????? ?????? ????.";"?????????? ????? ???????????????????????";"""Leicht, windabweisend, passt in kleine Tasche.""";"?????????????????";"""Hafif, rüzgar geçirmez, katland???nda cebe s??ar.""";"01-07-2013";"";"Current"
"473";"VE-C304-L";"25";"";"";"Classic Vest, L";"Camiseta clásica, G";"Veste classique, taille L";"23.7490";"true";"Blue";"4";"3";"63.5000";"L";"L";"";"0";"S ";"38.1000";"";"U ";"Classic Vest";"net.sourceforge.jtds.jdbc.BlobImpl@12c8a2c0";"Light-weight, wind-resistant, packs to fit into a pocket.";"Sacs légers et résistants au vent ; tiennent dans la poche.";"?????????????";"??? ????? ?????? ??????? ?????? ????? ??? ?????.";"??-????, ??? ????, ????? ????? ?????? ????.";"?????????? ????? ???????????????????????";"""Leicht, windabweisend, passt in kleine Tasche.""";"?????????????????";"""Hafif, rüzgar geçirmez, katland???nda cebe s??ar.""";"01-07-2013";"";"Current"
"474";"SH-W890-S";"22";"";"";"Women's Mountain Shorts, S";"";"";"26.1763";"true";"Black";"4";"3";"69.9900";"S";"S";"";"0";"M ";"41.9940";"";"W ";"Women's Mountain Shorts";"net.sourceforge.jtds.jdbc.BlobImpl@7e0e6aa2";"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.";"Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.";"????????????????????????????????";"????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.";"??????? ????? ??????? ??????, ????? ????? ????????? ???? ????? ??????? ???? ????? ???? ?? ????-???????? ?????? ?????.";"???????????? ???????????? ?????????????????????????????? ???????????????????????????????? ???????";"""Robuste, abnutzungsresistente Radlerhose mit nahtloser Innenhose aus Lycra mit antibakteriellem Gemsleder für höchsten Komfort.""";"????????????????????????????????????? ???? ???????";"""A??r i?e ve a??nmaya dayan?kl? ?ortlar, konfor için anti bakteriyel pedli diki?siz likra astar ?ort.""";"01-07-2013";"";"Current"
"475";"SH-W890-M";"22";"";"";"Women's Mountain Shorts, M";"";"";"26.1763";"true";"Black";"4";"3";"69.9900";"M";"M";"";"0";"M ";"41.9940";"";"W ";"Women's Mountain Shorts";"net.sourceforge.jtds.jdbc.BlobImpl@365185bd";"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.";"Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.";"????????????????????????????????";"????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.";"??????? ????? ??????? ??????, ????? ????? ????????? ???? ????? ??????? ???? ????? ???? ?? ????-???????? ?????? ?????.";"???????????? ???????????? ?????????????????????????????? ???????????????????????????????? ???????";"""Robuste, abnutzungsresistente Radlerhose mit nahtloser Innenhose aus Lycra mit antibakteriellem Gemsleder für höchsten Komfort.""";"????????????????????????????????????? ???? ???????";"""A??r i?e ve a??nmaya dayan?kl? ?ortlar, konfor için anti bakteriyel pedli diki?siz likra astar ?ort.""";"01-07-2013";"";"Current"
"476";"SH-W890-L";"22";"";"";"Women's Mountain Shorts, L";"";"";"26.1763";"true";"Black";"4";"3";"69.9900";"L";"L";"";"0";"M ";"41.9940";"";"W ";"Women's Mountain Shorts";"net.sourceforge.jtds.jdbc.BlobImpl@18bf3d14";"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.";"Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.";"????????????????????????????????";"????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.";"??????? ????? ??????? ??????, ????? ????? ????????? ???? ????? ??????? ???? ????? ???? ?? ????-???????? ?????? ?????.";"???????????? ???????????? ?????????????????????????????? ???????????????????????????????? ???????";"""Robuste, abnutzungsresistente Radlerhose mit nahtloser Innenhose aus Lycra mit antibakteriellem Gemsleder für höchsten Komfort.""";"????????????????????????????????????? ???? ???????";"""A??r i?e ve a??nmaya dayan?kl? ?ortlar, konfor için anti bakteriyel pedli diki?siz likra astar ?ort.""";"01-07-2013";"";"Current"
"477";"WB-H098";"28";"";"";"Water Bottle - 30 oz.";"";"";"1.8663";"true";"NA";"4";"3";"4.9900";"";"NA";"";"0";"S ";"2.9940";"";"";"Water Bottle";"net.sourceforge.jtds.jdbc.BlobImpl@4fb64261";"AWC logo water bottle - holds 30 oz; leak-proof.";"Bidon d'eau avec le logo de l'équipe AWC - capacité 0,75 litre, entièrement étanche.";"?? AWC ???????? 30 ????????";"????? ???? ???? ???? AWC ?????? 840 ?????? ?? ??????? ??? ????? ??????.";"????? ??? ?????? AWC ? ???? 850 ???; ???? ???? ?????.";"?????????????? AWC - ????? 30 ????? ??????????????????????";"Wasserflasche mit AWC-Logo - 880 ml; auslaufsicher.";"AWC ??????? - ?? 30 ?????????";"""AWC logolu matara - 0,9 litre; s?zd?rmaz.""";"01-07-2013";"";"Current"
"478";"BC-M005";"28";"";"";"Mountain Bottle Cage";"Portabotellas de montaña";"Porte-bidon de VTT";"3.7363";"true";"NA";"4";"3";"9.9900";"";"NA";"";"0";"M ";"5.9940";"";"";"Mountain Bottle Cage";"net.sourceforge.jtds.jdbc.BlobImpl@42607a4f";"Tough aluminum cage holds bottle securly on tough terrain.";"Porte-bidon en aluminium robuste qui maintient le bidon sur les terrains accidentés.";"???????????????????";"???? ???? ?? ?????????? ????? ??????? ?????? ????? ??????? ??? ??????? ??????.";"???? ????????? ??? ???? ?? ?????? ???? ???.";"??????????????????????? ?????????????????????????????";"Robuster Aluminiumrahmen hält die Flasche sicher auf schwierigem Gelände.";"????????????????????????????????? ????";"Sa?lam alüminyum kafes ?i?eyi zorlu yol ko?ullar?nda s?k?ca tutar.";"01-07-2013";"";"Current"
"479";"BC-R205";"28";"";"";"Road Bottle Cage";"Portabotellas de carretera";"Porte-bidon de vélo de route";"3.3623";"true";"NA";"4";"3";"8.9900";"";"NA";"";"0";"R ";"5.3940";"";"";"Road Bottle Cage";"net.sourceforge.jtds.jdbc.BlobImpl@782663d3";"Aluminum cage is lighter than our mountain version; perfect for long distance trips.";"Le porte-bidon en aluminium est plus léger que la version VTT ; idéal pour les longues randonnées.";"????????????????????????";"???? ???? ?? ?????????? ??? ?? ????? ?? ?????? ?????? ??????? ?? ??????? ??? ????? ?? ??????? ??? ???????? ???????.";"???? ?????????? ?? ???? ???? ?????? ?????? ????; ????? ???? ????? ??????? ??????.";"??????????????????????????????????????? ????????????????????????????";"Aluminiumrahmen ist leichter als unsere Mountain-Version; perfekt für Langstrecken.";"?????? ????????????? ??????????????????????";"Alüminyum kafes da? modelimizdekinden daha hafiftir ve uzun mesafeli yolculuklar için idealdir.";"01-07-2013";"";"Current"
"480";"PK-7098";"37";"";"";"Patch Kit/8 Patches";"";"";"0.8565";"true";"NA";"4";"3";"2.2900";"";"NA";"";"0";"S ";"1.3740";"";"";"Patch kit";"net.sourceforge.jtds.jdbc.BlobImpl@1990a65e";"Includes 8 different size patches, glue and sandpaper.";"Comprend 8 rustines de tailles différentes, de la colle et du papier de verre.";"??????????????????";"???? 8 ??? ??? ?????? ?????? ????? ????? ?????? ???? ?????.";"???? 8 ????? ?????? ?????, ??? ????? ??????.";"??????????????????? 8 ???? ??? ?????????????";"""Enthält Flicken in 8 verschiedenen Größen, Klebstoff und Sandpapier.""";"8 ?????????????????????? ???????????";"""8 farkl? boyda yama, yap??kan ve z?mpara ka??d?  içerir.""";"01-07-2013";"";"Current"
"481";"SO-R809-M";"23";"";"";"Racing Socks, M";"Calcetines para carreras, M";"Chaussettes de course, taille M";"3.3623";"true";"White";"4";"3";"8.9900";"M";"M";"";"0";"R ";"5.3940";"";"U ";"Racing Socks";"net.sourceforge.jtds.jdbc.BlobImpl@64485a47";"Thin, lightweight and durable with cuffs that stay up.";"Fin, léger et résistant avec des poignets qui restent en place.";"?????????????????";"????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.";"??, ??-???? ?????, ?? ????? ??????? ??????.";"??? ?????????? ???????? ??????????????????????";"""Dünn, leicht und robust mit Bündchen, die nicht verrutschen.""";"?????????????????????????";"""?nce, hafif ve dayan?kl? kelepçeler.""";"01-07-2013";"";"Current"
"482";"SO-R809-L";"23";"";"";"Racing Socks, L";"Calcetines para carreras, G";"Chaussettes de course, taille L";"3.3623";"true";"White";"4";"3";"8.9900";"L";"L";"";"0";"R ";"5.3940";"";"U ";"Racing Socks";"net.sourceforge.jtds.jdbc.BlobImpl@25bbf683";"Thin, lightweight and durable with cuffs that stay up.";"Fin, léger et résistant avec des poignets qui restent en place.";"?????????????????";"????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.";"??, ??-???? ?????, ?? ????? ??????? ??????.";"??? ?????????? ???????? ??????????????????????";"""Dünn, leicht und robust mit Bündchen, die nicht verrutschen.""";"?????????????????????????";"""?nce, hafif ve dayan?kl? kelepçeler.""";"01-07-2013";"";"Current"
"483";"RA-H123";"26";"";"";"Hitch Rack - 4-Bike";"";"";"44.8800";"true";"NA";"4";"3";"120.0000";"";"NA";"";"0";"S ";"72.0000";"";"";"Hitch Rack - 4-Bike";"net.sourceforge.jtds.jdbc.BlobImpl@6ec8211c";"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.";"Porte-vélo sécurisé pour 4 vélos ; fabrication en acier ; adaptable sur attache-remorque.";"??????????????????????????";"???? 4 ?????? ???? ???? ?? ???? ???????? ?????? ???? ????? ?????? 2 ????.";"???? 4 ????? ??????? ?????; ???? ????; ????? ????? ???? ?? 2 ????'.";"??????????????? 4 ??????????????? ?????????????????????? ?????????????????? 2 ????";"""Sicherer Transport von 4 Fahrrädern; Stahlkonstruktion, passt in 2-Zoll-Kupplung.""";"4 ???????????????????2 ??? ???? ?????";"""4 bisikleti güvenli bir ?ekilde ta??r, çelik konstrüksiyon, 2'' çekiye sabitlenebilir.""";"01-07-2013";"";"Current"
"484";"CL-9009";"29";"";"";"Bike Wash - Dissolver";"Lavado de bicicletas: disolvente";"Entretien du vélo - dissolvant";"2.9733";"true";"NA";"4";"3";"7.9500";"";"NA";"";"0";"S ";"4.7700";"";"";"Bike Wash";"net.sourceforge.jtds.jdbc.BlobImpl@7276c8cd";"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.";"Nettoie les saletés ; dissout la graisse. Protège l'environnement. Bouteille d'1 litre.";"??????????????????????????";"?????? ????? ???? ????? ??????? ?????? ?????? ???????? ??? ???? ???? ??????. ????? ???? ??? ????.";"?????? ????? ????? ?????? ????; ??? ??????, ???? ??????. ????? ?? 1 ????.";"?????????????????????????????? ??????????? ???????????????????????????????  ???????? 1 ????";"Entfernt den hartnäckigsten Schmutz und Fett; umweltfreundlich. 1-Liter-Flasche.";"????????????????????????? 1 ??????????";"""En kat? yol kirini y?kar, ya?? ak?t?r, çevre dostudur. 1-litrelik ?i?ede.""";"01-07-2013";"";"Current"
"485";"FE-6654";"30";"";"";"Fender Set - Mountain";"Conjunto de guardabarros: montaña";"Jeu de garde-boue - VTT";"8.2205";"true";"NA";"4";"3";"21.9800";"";"NA";"";"0";"M ";"13.1880";"";"";"Fender Set - Mountain";"net.sourceforge.jtds.jdbc.BlobImpl@544a2ea6";"Clip-on fenders fit most mountain bikes.";"Garde-boue adapté à la plupart des VTT.";"???????????????";"????? ????? ?????? ????? ???? ???????? ??????? ??????? ?? ??????.";"?????? ??????? ???????? ???? ??????? ?????? ?????.";"????????????????????? ?????????????????????????";"Schutzbleche zum Aufstecken passen auf fast alle Mountainbikes.";"???????????????????????? ??????????";"Klipsli çamurluklar ço?u da? bisikletine uyar.";"01-07-2013";"";"Current"
"486";"ST-1401";"27";"";"";"All-Purpose Bike Stand";"Soporte multiusos para bicicletas";"Range-vélo pour tous modèles";"59.4660";"true";"NA";"4";"3";"159.0000";"";"NA";"";"0";"M ";"95.4000";"";"";"All-Purpose Bike Stand";"net.sourceforge.jtds.jdbc.BlobImpl@2e3fc542";"Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.";"Support de type home trainer idéal pour vous entraîner en intérieur (pour tous les modèles de vélo). Fixations rapides, fabrication en acier.";"????????????????????????????????????????";"???? ????? ????? ????? ??????? ????? ????? ?????? ???????. ????? ????? ????? ??????? ???????.";"???? ??-?????? ???????? ?????? ??????? ??????? ??????? ????. ?????? ?????? ????? ????? ????.";"?????????????????????????????????????????????????????????  ??????????????? ?????????????????????";"""Optimaler Allzweck-Fahrradständer für die Wartung des Rads zu Hause. Leicht anpassbare Klemmen, Stahlkonstruktion.""";"?????????????????????????????????????????????";"Evinizde bisikletiniz üzerinde çal??man?z için mükemmel çok amaçl? bisiklet stand?. H?zl? ayarlanabilen klempler ve çelik konstrüksiyon.";"01-07-2013";"";"Current"
"487";"HY-1023-70";"32";"";"";"Hydration Pack - 70 oz.";"";"";"20.5663";"true";"Silver";"4";"3";"54.9900";"70";"70";"";"0";"S ";"32.9940";"";"";"Hydration Pack";"net.sourceforge.jtds.jdbc.BlobImpl@150c158";"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.";"Sac d'hydratation de 3 l polyvalent. Permet de stocker des aliments supplémentaires. Facile d'accès et fourni avec une ceinture.";"??? 70 ????????????????????";"???? ??? ????? ?????? ??????? ???????????? ??? 1.960 ???????? ????? ????? ????? ??????? ???????? ????? ????? ?? ???? ???.";"???? 2 ???? ??-?????? ?????? ???? ???? ????? ????, ???? ??? ?????? ?????? ???????.";"???????? 70 ????? ????????????????????? ???????? ??????????????";"""Vielseitiger Behälter für 2 Liter Flüssigkeit, einfach aufzufüllen und mit Gürtel.""";"???? 70 ???????????? ?????????????????????????? ????????";"""Çok yönlü 2 litre su torbas? fazladan saklama alan? sa?lar, kolay doldurulabilir ve kemerlidir.""";"01-07-2013";"";"Current"
"488";"SJ-0194-S";"21";"";"";"Short-Sleeve Classic Jersey, S";"Jersey clásico de manga corta, P";"Maillot manches courtes classique, taille S";"41.5723";"true";"Yellow";"4";"3";"53.9900";"S";"S";"";"0";"S ";"32.3940";"";"U ";"Short-Sleeve Classic Jersey";"net.sourceforge.jtds.jdbc.BlobImpl@4524411f";"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";"Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.";"??????????????????????????????????";"???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.";"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.";"?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??";"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""";"?????????????????????????? 3 ?????????????????????????";"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""";"01-07-2013";"";"Current"
"489";"SJ-0194-M";"21";"";"";"Short-Sleeve Classic Jersey, M";"Jersey clásico de manga corta, M";"Maillot manches courtes classique, taille M";"41.5723";"true";"Yellow";"4";"3";"53.9900";"M";"M";"";"0";"S ";"32.3940";"";"U ";"Short-Sleeve Classic Jersey";"net.sourceforge.jtds.jdbc.BlobImpl@401e7803";"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";"Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.";"??????????????????????????????????";"???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.";"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.";"?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??";"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""";"?????????????????????????? 3 ?????????????????????????";"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""";"01-07-2013";"";"Current"
"490";"SJ-0194-L";"21";"";"";"Short-Sleeve Classic Jersey, L";"Jersey clásico de manga corta, G";"Maillot manches courtes classique, taille L";"41.5723";"true";"Yellow";"4";"3";"53.9900";"L";"L";"";"0";"S ";"32.3940";"";"U ";"Short-Sleeve Classic Jersey";"net.sourceforge.jtds.jdbc.BlobImpl@10dba097";"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";"Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.";"??????????????????????????????????";"???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.";"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.";"?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??";"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""";"?????????????????????????? 3 ?????????????????????????";"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""";"01-07-2013";"";"Current"
"491";"SJ-0194-X";"21";"";"";"Short-Sleeve Classic Jersey, XL";"Jersey clásico de manga corta, SG";"Maillot manches courtes classique, taille XL";"41.5723";"true";"Yellow";"4";"3";"53.9900";"XL";"XL";"";"0";"S ";"32.3940";"";"U ";"Short-Sleeve Classic Jersey";"net.sourceforge.jtds.jdbc.BlobImpl@1786f9d5";"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.";"Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.";"??????????????????????????????????";"???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.";"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.";"?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??";"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""";"?????????????????????????? 3 ?????????????????????????";"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""";"01-07-2013";"";"Current"
"492";"FR-T98Y-60";"16";"LB ";"CM ";"HL Touring Frame - Yellow, 60";"Cuadro de paseo GA: amarillo, 60";"Cadre de vélo de randonnée HL - jaune, 60";"601.7437";"true";"Yellow";"500";"375";"1003.9100";"60";"60-62 CM";"3.08";"1";"T ";"602.3460";"H ";"U ";"HL Touring Frame";"net.sourceforge.jtds.jdbc.BlobImpl@704d6e83";"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";"Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.";"HL ???????????????????????????????????????????????";"??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.";"????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.";"?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????";"Der robuste und formschöne HL-Aluminiumrahmen ist extrem strapazierbar. Version für Herren.";"HL ?????? ????????????????????????????????????????????????????????";"""HL alüminyum kadro güzellik ve sa?laml?k için özel olarak ?ekillendirildi, günlük kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""";"01-07-2013";"";"Current"
"493";"FR-T67Y-62";"16";"LB ";"CM ";"LL Touring Frame - Yellow, 62";"Cuadro de paseo GB: amarillo, 62";"Cadre de vélo de randonnée LL - jaune, 62";"199.8519";"true";"Yellow";"500";"375";"333.4200";"62";"60-62 CM";"3.2";"1";"T ";"200.0520";"L ";"U ";"LL Touring Frame";"net.sourceforge.jtds.jdbc.BlobImpl@43a0cee9";"Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.";"Cadre renforcé léger pour une position plus droite ; idéal pour les promenades en ville. Ligne remarquable pour un confort optimal.";"???????????????????????????????????????????";"???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.";"????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.";"???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????";"Leichter Aluminiumrahmen für aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet höchsten Komfort.";"?????????? ???????????????????????????? ???????????????????????????????????????";"""Hafif alüminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sürü? konumu sunuyor.  Ç???r aç?c? tasar?m?m?z optimum konfor sa?l?yor.""";"01-07-2013";"";"Current"
"494";"FR-T98Y-46";"16";"LB ";"CM ";"HL Touring Frame - Yellow, 46";"Cuadro de paseo GA: amarillo, 46";"Cadre de vélo de randonnée HL - jaune, 46";"601.7437";"true";"Yellow";"500";"375";"1003.9100";"46";"42-46 CM";"2.96";"1";"T ";"602.3460";"H ";"U ";"HL Touring Frame";"net.sourceforge.jtds.jdbc.BlobImpl@eb21112";"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";"Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.";"HL ???????????????????????????????????????????????";"??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.";"????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.";"?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????";"Der robuste und formschöne HL-Aluminiumrahmen ist extrem strapazierbar. Version für Herren.";"HL ?????? ????????????????????????????????????????????????????????";"""HL alüminyum kadro güzellik ve sa?laml?k için özel olarak ?ekillendirildi, günlük kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""";"01-07-2013";"";"Current"
"495";"FR-T98Y-50";"16";"LB ";"CM ";"HL Touring Frame - Yellow, 50";"Cuadro de paseo GA: amarillo, 50";"Cadre de vélo de randonnée HL - jaune, 50";"601.7437";"true";"Yellow";"500";"375";"1003.9100";"50";"48-52 CM";"3.0";"1";"T ";"602.3460";"H ";"U ";"HL Touring Frame";"net.sourceforge.jtds.jdbc.BlobImpl@2eda0940";"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";"Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.";"HL ???????????????????????????????????????????????";"??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.";"????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.";"?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????";"Der robuste und formschöne HL-Aluminiumrahmen ist extrem strapazierbar. Version für Herren.";"HL ?????? ????????????????????????????????????????????????????????";"""HL alüminyum kadro güzellik ve sa?laml?k için özel olarak ?ekillendirildi, günlük kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""";"01-07-2013";"";"Current"
"496";"FR-T98Y-54";"16";"LB ";"CM ";"HL Touring Frame - Yellow, 54";"Cuadro de paseo GA: amarillo, 54";"Cadre de vélo de randonnée HL - jaune, 54";"601.7437";"true";"Yellow";"500";"375";"1003.9100";"54";"54-58 CM";"3.04";"1";"T ";"602.3460";"H ";"U ";"HL Touring Frame";"net.sourceforge.jtds.jdbc.BlobImpl@3578436e";"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";"Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.";"HL ???????????????????????????????????????????????";"??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.";"????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.";"?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????";"Der robuste und formschöne HL-Aluminiumrahmen ist extrem strapazierbar. Version für Herren.";"HL ?????? ????????????????????????????????????????????????????????";"""HL alüminyum kadro güzellik ve sa?laml?k için özel olarak ?ekillendirildi, günlük kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""";"01-07-2013";"";"Current"
